App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5951522,HDR,09/24/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952710,HDR,10/10/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5950985,HDR,09/16/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5952971,HDR,10/15/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953929,HDR,10/28/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",11/20/2019 05:00:03 PM
5955110,HDR,11/18/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5921774,PDR,04/28/1997,Incomplete,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Fingerprints needed,11/20/2019 05:00:03 PM
5952161,HDR,10/02/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5955160,HDR,11/19/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948574,HDR,08/09/2019,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952355,HDR,10/06/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5952855,HDR,10/14/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5950583,HDR,09/10/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954164,HDR,10/31/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,11/20/2019 05:00:03 PM
5953222,HDR,10/18/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950899,HDR,09/14/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954652,HDR,11/11/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5951747,HDR,09/26/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949171,HDR,08/19/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5953892,HDR,10/28/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5948371,HDR,08/07/2019,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954602,HDR,11/09/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954813,HDR,11/13/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5954285,HDR,11/04/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5951494,HDR,09/23/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952248,HDR,10/03/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5951397,HDR,09/21/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952976,HDR,10/15/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5951864,HDR,09/27/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5954282,HDR,11/04/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952983,HDR,10/15/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954609,HDR,11/10/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953402,HDR,10/21/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952785,HDR,10/11/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5952569,HDR,10/09/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5955264,HDR,11/20/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954230,HDR,11/02/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5949805,HDR,08/28/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5948789,HDR,08/13/2019,Denied,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953103,HDR,10/16/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953325,HDR,10/21/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5952588,HDR,10/09/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950569,HDR,09/10/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5953401,HDR,10/21/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949460,HDR,08/22/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5949873,HDR,08/29/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952815,HDR,10/13/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5951099,HDR,09/17/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953201,HDR,10/18/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954278,HDR,11/04/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5951387,HDR,09/21/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5948918,HDR,08/15/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,11/20/2019 05:00:03 PM
5948352,HDR,08/06/2019,Denied,Not Applicable,Needed,Needed,Needed,Complete,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5952327,HDR,10/04/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5953934,HDR,10/29/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,11/20/2019 05:00:03 PM
5950581,HDR,09/10/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5951248,HDR,09/19/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5953579,VDR,10/23/2019,Approved - License Issued,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Not Applicable,11/20/2019 05:00:03 PM
5947926,HDR,07/31/2019,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953783,HDR,10/25/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954927,HDR,11/15/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953087,HDR,10/16/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953228,HDR,10/18/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952609,HDR,10/09/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5947744,HDR,07/29/2019,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5954368,HDR,11/06/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5953099,HDR,10/16/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953572,HDR,10/23/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,11/20/2019 05:00:03 PM
5951929,HDR,09/29/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,11/20/2019 05:00:03 PM
5948546,HDR,08/09/2019,Denied,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952607,HDR,10/09/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5953964,HDR,10/29/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953244,HDR,10/18/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5948601,HDR,08/10/2019,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,11/20/2019 05:00:03 PM
5949912,HDR,08/29/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948818,HDR,08/14/2019,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952283,HDR,10/04/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949342,HDR,08/20/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953938,HDR,10/29/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,11/20/2019 05:00:03 PM
5951403,HDR,09/22/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5948161,HDR,08/05/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953882,HDR,10/28/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954956,HDR,11/15/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5949348,HDR,08/20/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,11/20/2019 05:00:03 PM
5950169,HDR,09/04/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5955132,HDR,11/19/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5950841,HDR,09/13/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5949433,HDR,08/21/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950303,HDR,09/07/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5953918,HDR,10/28/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950091,HDR,09/03/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954926,HDR,11/15/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5950732,HDR,09/12/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5951770,HDR,09/26/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5950633,HDR,09/11/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954345,HDR,11/05/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5952768,HDR,10/11/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5949357,HDR,08/20/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954653,HDR,11/11/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948151,HDR,08/05/2019,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5951695,HDR,09/25/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952358,HDR,10/06/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953958,HDR,10/29/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5955155,HDR,11/19/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5952992,HDR,10/15/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5955021,HDR,11/17/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5948034,HDR,08/01/2019,Denied,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5953001,HDR,10/15/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5951581,HDR,09/24/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5950266,HDR,09/06/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5951896,HDR,09/27/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5949098,HDR,08/16/2019,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5951927,HDR,09/29/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953937,HDR,10/29/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5953927,HDR,10/28/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5953971,HDR,10/29/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5945151,HDR,06/19/2019,Pending Fitness Interview,10/21/2019,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953972,HDR,10/29/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952038,HDR,10/01/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5947736,HDR,07/29/2019,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5954336,HDR,11/05/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,11/20/2019 05:00:03 PM
5953301,HDR,10/20/2019,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,11/20/2019 05:00:03 PM
5950575,HDR,09/10/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953386,HDR,10/21/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,11/20/2019 05:00:03 PM
5948111,HDR,08/02/2019,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5953655,HDR,10/24/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,11/20/2019 05:00:03 PM
5951727,HDR,09/25/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5947676,HDR,07/26/2019,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,11/20/2019 05:00:03 PM
5953974,HDR,10/29/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5952813,HDR,10/13/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5949229,HDR,08/19/2019,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,11/20/2019 05:00:03 PM
5954534,HDR,11/07/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,11/20/2019 05:00:03 PM
5954080,HDR,10/30/2019,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,11/20/2019 05:00:03 PM
